name,poi_id,osm_way_id,osm_relation_id,building,amenity,geometry,centroid
,496,142391215,,commercial,,"POLYGON ((-2.2385718 53.478074, -2.2383824 53.4781922, -2.2383206 53.4782308, -2.2380943 53.478372, -2.2380654 53.4783557, -2.2380104 53.4783247, -2.2379131 53.4782699, -2.2382362 53.4780668, -2.2383896 53.4779729, -2.2385718 53.478074))",POINT (-2.238241930663024 53.47817199295579)
One Angel Square,497,143947389,,office,,"POLYGON ((-2.2379156 53.4877792, -2.2378646 53.4877597, -2.237788 53.4877532, -2.2376822 53.4877467, -2.2375581 53.4877467, -2.2374085 53.4877575, -2.2372444 53.4877836, -2.2371094 53.4878096, -2.2369926 53.4878465, -2.2369014 53.4878748, -2.2368321 53.4879117, -2.2368066 53.4879377, -2.2367883 53.4879789, -2.2367956 53.4880245, -2.2368284 53.4880658, -2.2368941 53.4881396, -2.2369926 53.4882199, -2.2371021 53.4882937, -2.2371933 53.4883458, -2.2372881 53.4883805, -2.2373611 53.4884174, -2.2374231 53.4884435, -2.2374924 53.4884608, -2.2375472 53.488463, -2.2375873 53.4884565, -2.2376347 53.4884456, -2.2376785 53.4884153, -2.2377369 53.488361, -2.2377843 53.4883046, -2.2378317 53.4882568, -2.2378682 53.4881852, -2.2379083 53.488107, -2.2379375 53.4880245, -2.2379621 53.4879546, -2.2379659 53.487898, -2.2379631 53.48784, -2.2379485 53.4878031, -2.2379156 53.4877792))",POINT (-2.237426526893739 53.48806310196822)
,498,143947390,,construction,,"POLYGON ((-2.2367372 53.489162, -2.2363724 53.4894159, -2.2367482 53.4895657, -2.2369744 53.4894159, -2.2371495 53.489326, -2.2367372 53.489162))",POINT (-2.236750916326618 53.48936417981704)
,499,143947391,,construction,,"POLYGON ((-2.237383 53.4886497, -2.2371843 53.4887228, -2.2369576 53.4889061, -2.2367518 53.4890839, -2.2371969 53.489251, -2.2372844 53.4891812, -2.237642 53.4886432, -2.2376128 53.4886345, -2.2376092 53.4886345, -2.237383 53.4886497))",POINT (-2.237210893611956 53.48893683374489)
,500,144335322,,apartments,,"POLYGON ((-2.2403812 53.490365, -2.2399868 53.4909136, -2.2399468 53.4909253, -2.2399115 53.4909433, -2.2398842 53.4909673, -2.239872 53.4909864, -2.2398662 53.4910064, -2.2398671 53.4910283, -2.2398755 53.4910497, -2.2398918 53.4910702, -2.2399149 53.4910882, -2.2399412 53.4911018, -2.2399715 53.4911121, -2.2400296 53.4911212, -2.2400831 53.4911192, -2.2401205 53.4911118, -2.2401499 53.4911016, -2.2401755 53.4910884, -2.2402042 53.4910647, -2.2402216 53.4910354, -2.240225 53.4910164, -2.2402226 53.4909973, -2.2402142 53.4909781, -2.2401998 53.4909601, -2.2406228 53.4903957, -2.2403812 53.490365))",POINT (-2.240227309236983 53.49075884270634)
,501,144335323,,yes,,"POLYGON ((-2.2410343 53.4891856, -2.2410551 53.4891586, -2.2411023 53.4891429, -2.2411306 53.489144, -2.2411627 53.4891553, -2.2411967 53.4891822, -2.2412269 53.4892125, -2.2412496 53.4892485, -2.2412684 53.4892799, -2.2412779 53.4893204, -2.2412741 53.4893608, -2.2412741 53.4894069, -2.2412684 53.4894563, -2.2412477 53.4895046, -2.2412175 53.4895461, -2.2411854 53.4895911, -2.2411495 53.4896293, -2.2411231 53.4896551, -2.241091 53.4896753, -2.2410438 53.4896966, -2.2409928 53.4897068, -2.24094 53.4897034, -2.240906 53.4896877, -2.2408965 53.489663, -2.2409135 53.4895877, -2.2406757 53.4895675, -2.2407134 53.4894327, -2.24094 53.4894406, -2.2409909 53.4892519, -2.2409626 53.4892485, -2.2409758 53.4891822, -2.2410343 53.4891856))",POINT (-2.241038751091018 53.48944093476844)
Texaco,502,144335324,,fuel,,"POLYGON ((-2.2409444 53.4909996, -2.241021 53.4908472, -2.2407977 53.4908074, -2.2407211 53.4909599, -2.2409444 53.4909996))",POINT (-2.24087104011437 53.49090352038161)
,503,144335325,,apartments,,"POLYGON ((-2.2398792 53.4900958, -2.2402742 53.4896066, -2.240513 53.4896749, -2.2401181 53.4901641, -2.2398792 53.4900958))",POINT (-2.240196112859694 53.48988536359633)
,504,144335326,,apartments,,"POLYGON ((-2.2398635 53.4896721, -2.2395989 53.490031, -2.2394583 53.4899944, -2.2393886 53.4899762, -2.2396531 53.4896172, -2.2398635 53.4896721))",POINT (-2.239626030918898 53.48982411123292)
Park Inn by Radisson Manchester City Centre,505,144335327,,hotel,,"POLYGON ((-2.2407285 53.4899033, -2.2412042 53.4899572, -2.2410948 53.4902762, -2.2413175 53.4903099, -2.2414761 53.4898472, -2.2407663 53.4897843, -2.2407285 53.4899033))",POINT (-2.241177144663999 53.48999308122593)
,506,144335328,,apartments,,"POLYGON ((-2.2391933 53.4906548, -2.2390675 53.4908164, -2.2387409 53.4907264, -2.2392662 53.4900518, -2.2393878 53.4900853, -2.2395185 53.4901213, -2.239119 53.4906344, -2.2391933 53.4906548))",POINT (-2.239127299952121 53.49044372360092)
,507,144335329,,apartments,,"POLYGON ((-2.2400147 53.4902624, -2.2395722 53.4908429, -2.2394993 53.4909384, -2.2394203 53.4909171, -2.2392041 53.4908588, -2.2393322 53.4906907, -2.2394087 53.4907113, -2.2397959 53.4902034, -2.2400147 53.4902624))",POINT (-2.239620345666812 53.4905880303313)
,508,144335330,,parking,,"POLYGON ((-2.2313708 53.4882911, -2.2310493 53.4884558, -2.2298755 53.4887019, -2.2297273 53.4886952, -2.229241 53.4882113, -2.2304428 53.4877856, -2.2304987 53.4877756, -2.2307698 53.4876975, -2.2313708 53.4882911))",POINT (-2.230324447307889 53.48823466761294)
,509,144335331,,office,,"POLYGON ((-2.2324497 53.4889016, -2.2313617 53.4893446, -2.2318636 53.489781, -2.2322232 53.4896346, -2.2322849 53.4896882, -2.2326612 53.489535, -2.2325325 53.489423, -2.2328845 53.4892797, -2.2324497 53.4889016))",POINT (-2.232143458085871 53.48934996509715)
,510,150532474,,residential,,"POLYGON ((-2.2419618 53.4777192, -2.2418386 53.47766, -2.2419062 53.4776104, -2.2418341 53.4775729, -2.2417868 53.4776077, -2.2416516 53.4775434, -2.2418769 53.4773838, -2.2422081 53.4775474, -2.2419618 53.4777192))",POINT (-2.241933343668949 53.47754623366146)
,511,152076256,,disused_station,,"POLYGON ((-2.2275939 53.4757798, -2.2253243 53.4757618, -2.2251822 53.4757187, -2.2251874 53.4755611, -2.2247852 53.4754776, -2.224784 53.4754246, -2.224784 53.4754062, -2.2247869 53.4753819, -2.224783 53.4753624, -2.2247827 53.4753305, -2.2247825 53.4753113, -2.2247822 53.4752867, -2.2247803 53.4752666, -2.2247793 53.4752243, -2.2257633 53.4753675, -2.2259805 53.4753867, -2.2276559 53.4754037, -2.2278418 53.4754056, -2.2278178 53.4754122, -2.2278152 53.4756932, -2.2276371 53.4757422, -2.2275774 53.4757586, -2.2275939 53.4757798))",POINT (-2.226310751466841 53.47555360276614)
,512,155627988,,yes,,"POLYGON ((-2.2580947 53.4778961, -2.2575598 53.4779524, -2.2574203 53.4779604, -2.2572755 53.477962, -2.2572674 53.4778151, -2.2572935 53.477663, -2.257541 53.4776826, -2.2581062 53.4777827, -2.2580874 53.4778418, -2.2580947 53.4778961))",POINT (-2.257625032464275 53.4778230053246)
,513,155732595,,yes,,"POLYGON ((-2.2265107 53.4770073, -2.2260408 53.4769012, -2.2261019 53.4768053, -2.2265718 53.4769115, -2.2265107 53.4770073))",POINT (-2.226306264892457 53.47690631598567)
,514,155732596,,yes,,"POLYGON ((-2.2280888 53.4773655, -2.2281264 53.4773065, -2.2282633 53.4773373, -2.2282258 53.4773964, -2.2280888 53.4773655))",POINT (-2.228176084827559 53.47735143309186)
,515,155732599,,yes,,"POLYGON ((-2.2272123 53.4759785, -2.2272024 53.4760352, -2.2274662 53.4760548, -2.2274981 53.4760328, -2.2274227 53.4759119, -2.2273897 53.4758945, -2.2273582 53.475883, -2.2273152 53.4759314, -2.2272123 53.4759785))",POINT (-2.227354904737297 53.47598604541832)
,516,155732616,,parking,,"POLYGON ((-2.2272024 53.4760352, -2.2268007 53.4760059, -2.2268288 53.4758406, -2.2273238 53.4758542, -2.2273786 53.4758548, -2.2273656 53.4758723, -2.2273582 53.475883, -2.2273152 53.4759314, -2.2272123 53.4759785, -2.2272024 53.4760352))",POINT (-2.227057016523774 53.47592886855548)
Travis Street,517,155766670,,parking,,"POLYGON ((-2.2291027 53.4761724, -2.2287635 53.4761441, -2.2286218 53.4759541, -2.2291366 53.4758404, -2.2291952 53.475921, -2.2293565 53.4761366, -2.2291027 53.4761724))",POINT (-2.228994711563693 53.47602500668051)
Macdonald Manchester Hotel,518,155766671,,yes,,"POLYGON ((-2.2302686 53.4756783, -2.2301372 53.4758124, -2.2298072 53.4756815, -2.229679 53.4756223, -2.2296306 53.4755785, -2.2295712 53.4754884, -2.229531 53.4753527, -2.229362 53.4744028, -2.2295954 53.4743917, -2.2296702 53.4748551, -2.2297509 53.4753547, -2.2297824 53.4754296, -2.2298207 53.4754724, -2.2298984 53.4755267, -2.2300808 53.4756065, -2.2302686 53.4756783))",POINT (-2.229676245151335 53.47514378148993)
Major Street Car Park,519,155768450,,parking,,"POLYGON ((-2.2360771 53.4789646, -2.2353295 53.4794039, -2.2349533 53.4790808, -2.2355796 53.4786854, -2.2360771 53.4789646))",POINT (-2.235493096216138 53.47903543807293)
,520,155865412,,roof,,"POLYGON ((-2.2273615 53.4763696, -2.2273838 53.476286, -2.2275844 53.4763031, -2.2277561 53.4763144, -2.2278881 53.4763211, -2.2280248 53.4763211, -2.2281758 53.4763173, -2.228346 53.4763088, -2.2284902 53.4762942, -2.2286714 53.476274, -2.2287742 53.4762602, -2.2292181 53.4762008, -2.2294104 53.4761745, -2.2295811 53.476152, -2.2298688 53.4761165, -2.2299051 53.4761851, -2.2297496 53.47621, -2.2295327 53.4762445, -2.2293247 53.4762754, -2.2290404 53.4763137, -2.2288091 53.4763443, -2.2287574 53.4763511, -2.2285737 53.4763707, -2.2284021 53.4763888, -2.228247 53.4763994, -2.2280886 53.4764044, -2.2279335 53.4764061, -2.2278023 53.4764019, -2.227654 53.4763937, -2.2275083 53.4763823, -2.2273615 53.4763696))",POINT (-2.228626730906639 53.47629486637236)
,521,155865414,,roof,,"POLYGON ((-2.2272914 53.4762773, -2.2272716 53.4763615, -2.2271252 53.4763493, -2.227145 53.4762652, -2.2272914 53.4762773))",POINT (-2.227208313960127 53.47631332728563)
Cross Street Chapel,522,157284542,,place_of_worship,,"POLYGON ((-2.244467 53.4816902, -2.2444852 53.4816623, -2.2445096 53.4815946, -2.2444629 53.481591, -2.244467 53.4815716, -2.2444487 53.4815728, -2.2444791 53.4814821, -2.2442332 53.4814555, -2.244219 53.481516, -2.2441519 53.4815099, -2.2441437 53.4815378, -2.2441207 53.4815349, -2.2439612 53.4815166, -2.2439079 53.4816793, -2.2443653 53.4817337, -2.2443734 53.4817107, -2.2444121 53.4817144, -2.2444222 53.4816853, -2.244467 53.4816902))",POINT (-2.24422704076051 53.48160252252987)
,523,159259090,,yes,,"POLYGON ((-2.2130078 53.4910735, -2.2114399 53.4917757, -2.2112332 53.4916123, -2.2128011 53.4909101, -2.2130078 53.4910735))",POINT (-2.2121205 53.4913429)
,524,159259095,,yes,,"POLYGON ((-2.2134041 53.4915015, -2.2124694 53.4919192, -2.2122143 53.4917172, -2.213149 53.4912995, -2.2134041 53.4915015))",POINT (-2.212809199999999 53.49160935)
,525,162154520,,apartments,,"POLYGON ((-2.240116 53.4912468, -2.2400036 53.4914216, -2.2394042 53.4912852, -2.2394491 53.4912154, -2.2395166 53.4911104, -2.2400139 53.4912236, -2.240116 53.4912468))",POINT (-2.239760093443191 53.49126600691562)
,526,162926199,,apartments,,"POLYGON ((-2.2273564 53.4793784, -2.2274095 53.4792488, -2.2272333 53.4792215, -2.2271964 53.4793163, -2.2271825 53.479352, -2.2273564 53.4793784))",POINT (-2.22729542987614 53.47930001100939)
,527,163382985,,construction,,"POLYGON ((-2.2354872 53.4886839, -2.2344733 53.4891691, -2.2342147 53.4889494, -2.2351602 53.4885459, -2.2352908 53.4885287, -2.2354872 53.4886839))",POINT (-2.23484170426087 53.48883521670432)
,528,163401453,,warehouse,,"POLYGON ((-2.2746932 53.4782305, -2.2747896 53.4780349, -2.2739125 53.4778784, -2.2738213 53.4780859, -2.274353 53.4781715, -2.2746932 53.4782305))",POINT (-2.274300622654604 53.47805596977815)
,529,163401458,,yes,,"POLYGON ((-2.2742549 53.4783721, -2.274353 53.4781715, -2.2746932 53.4782305, -2.2745951 53.478431, -2.2742549 53.4783721))",POINT (-2.274474038052034 53.47830127052666)
Excalon,530,163401459,,industrial,,"POLYGON ((-2.2739534 53.4783704, -2.2745748 53.4784812, -2.2745278 53.4785746, -2.2744874 53.4786548, -2.2743361 53.4786278, -2.2743496 53.4786009, -2.2738796 53.4785171, -2.2739534 53.4783704))",POINT (-2.274235372947928 53.47850464925055)
Felda Logistic,531,163401463,,warehouse,,"POLYGON ((-2.2726294 53.4781087, -2.2727517 53.4778704, -2.2724454 53.4778147, -2.2723231 53.478053, -2.2726294 53.4781087))",POINT (-2.2725374 53.4779617)
,532,163401466,,parking,,"POLYGON ((-2.2742549 53.4783721, -2.274353 53.4781715, -2.2738213 53.4780859, -2.2739125 53.4778784, -2.2739366 53.4778689, -2.2748325 53.4780173, -2.274921 53.4778162, -2.2733293 53.4775483, -2.2732114 53.4777734, -2.2731994 53.4778047, -2.2733516 53.4778314, -2.2732959 53.4779439, -2.273284 53.4779418, -2.2732235 53.4780631, -2.2733591 53.478087, -2.2732968 53.478212, -2.273596 53.4782679, -2.2736818 53.4780812, -2.273706 53.4780859, -2.2736416 53.4782089, -2.2736724 53.4782655, -2.2737382 53.4782855, -2.2742549 53.4783721))",POINT (-2.273893539846845 53.47793200539702)
,533,163401472,,yes,,"POLYGON ((-2.2748459 53.4786734, -2.274913 53.4785457, -2.2745748 53.4784812, -2.2745278 53.4785746, -2.2745911 53.4785999, -2.274575 53.4786287, -2.2748459 53.4786734))",POINT (-2.274717744703146 53.47857752906325)
,534,163401475,,yes,,"POLYGON ((-2.2749481 53.4784949, -2.2747333 53.4784555, -2.2747773 53.4783705, -2.2749921 53.4784098, -2.2749481 53.4784949))",POINT (-2.274862718417803 53.47843268008104)
PMT Manchester,535,163401477,,yes,,"POLYGON ((-2.2726768 53.4781025, -2.2727984 53.4778567, -2.273284 53.4779418, -2.2732235 53.4780631, -2.2733591 53.478087, -2.2732968 53.478212, -2.2726768 53.4781025))",POINT (-2.273015046222487 53.47803658746786)
Al-Murad Tiles,536,163401480,,yes,,"POLYGON ((-2.2724511 53.4778073, -2.2726461 53.4774265, -2.2729436 53.4774804, -2.2727486 53.4778613, -2.2724511 53.4778073))",POINT (-2.272697353397403 53.47764388107829)
Carpetright,537,163401481,,retail,,"POLYGON ((-2.2749489 53.477832, -2.2754081 53.4779116, -2.2751516 53.4784356, -2.2749921 53.4784098, -2.2747773 53.4783705, -2.2746924 53.478356, -2.2749489 53.477832))",POINT (-2.275050177198163 53.47813412902431)
Dulux Decorator Centre,538,163401485,,yes,,"POLYGON ((-2.2732114 53.4777734, -2.2733293 53.4775483, -2.2729919 53.4774857, -2.2728741 53.4777108, -2.2732114 53.4777734))",POINT (-2.273101679765669 53.47762954532384)
Johnstone's Decorating Centre,539,163402723,,retail,,"POLYGON ((-2.2706247 53.4772965, -2.2707281 53.4770844, -2.2712677 53.4771777, -2.2711642 53.4773897, -2.2706247 53.4772965))",POINT (-2.270946161017146 53.47723706771047)
,540,163402730,,yes,,"POLYGON ((-2.2710766 53.4778175, -2.2712133 53.4775323, -2.2715678 53.4775925, -2.2714311 53.4778777, -2.2710766 53.4778175))",POINT (-2.2713222 53.47770499999999)
,541,163402737,,parking,,"POLYGON ((-2.2718311 53.4777252, -2.2719062 53.4777763, -2.271862 53.4778585, -2.2716702 53.4779072, -2.2714958 53.47788, -2.2716031 53.4776629, -2.2715468 53.4776534, -2.2715678 53.4775925, -2.2715734 53.4775725, -2.2717372 53.4772607, -2.2720296 53.4773118, -2.2720873 53.4773732, -2.2719827 53.4775967, -2.271933 53.4776278, -2.2718767 53.477639, -2.2718311 53.4777252))",POINT (-2.271781933401376 53.4775774418943)
Cooksmill,542,163402739,,yes,,"POLYGON ((-2.2713777 53.4771966, -2.2712202 53.4775095, -2.2715734 53.4775725, -2.2717309 53.4772596, -2.2713777 53.4771966))",POINT (-2.27147555 53.47738455)
,543,163566152,,yes,,"POLYGON ((-2.2189421 53.4794558, -2.2194308 53.4798555, -2.2184829 53.4802659, -2.2179982 53.4798695, -2.218467 53.4796665, -2.2186355 53.4798042, -2.2183707 53.4799189, -2.2182915 53.479854, -2.2182134 53.4798878, -2.2184332 53.4800676, -2.2189748 53.4798331, -2.2190501 53.4798946, -2.2191913 53.4798335, -2.2189953 53.4796732, -2.2187368 53.4797852, -2.2185446 53.479628, -2.2189421 53.4794558))",POINT (-2.218720763571384 53.47986494588593)
,544,163566166,,yes,,"POLYGON ((-2.2203957 53.4789245, -2.219396 53.4793496, -2.2195824 53.4795049, -2.2205821 53.4790798, -2.2203957 53.4789245))",POINT (-2.21998905 53.4792147)
Chips,545,163566170,,apartments,,"POLYGON ((-2.220934 53.4812563, -2.221081 53.4813582, -2.2197992 53.4820202, -2.219645 53.4819078, -2.220934 53.4812563))",POINT (-2.220356593046607 53.48163987068355)
,546,163566174,,yes,,"POLYGON ((-2.2208785 53.4798051, -2.2207778 53.479719, -2.2207276 53.4797399, -2.2205584 53.4795954, -2.2208977 53.4794547, -2.2210702 53.479602, -2.2208944 53.4796749, -2.2209675 53.4797373, -2.2212134 53.4796354, -2.2213844 53.4797815, -2.2201505 53.4802931, -2.2201118 53.4803102, -2.2200736 53.4802804, -2.2201144 53.4802623, -2.2200431 53.4802013, -2.2199479 53.4802408, -2.2199085 53.4802072, -2.2208785 53.4798051))",POINT (-2.220724821786769 53.47987949521309)
Canal Cottage,547,163566177,,yes,,"POLYGON ((-2.2221074 53.4806074, -2.2221053 53.4805476, -2.2218827 53.4805503, -2.2218848 53.4806102, -2.2221074 53.4806074))",POINT (-2.221995019022032 53.48057887546132)
Albion Works,548,163566201,,residential,,"POLYGON ((-2.2207612 53.4792888, -2.220729 53.479359, -2.2206378 53.479426, -2.2205096 53.4794544, -2.220397 53.4794513, -2.2203165 53.4794225, -2.2202838 53.4793909, -2.2202945 53.4793335, -2.2203589 53.4792664, -2.2204662 53.4792121, -2.2205627 53.4792026, -2.2206759 53.479215, -2.2207457 53.4792501, -2.2207612 53.4792888))",POINT (-2.220522521097672 53.47932965509132)
,549,163566211,,apartments,,"POLYGON ((-2.2292678 53.4796683, -2.2292997 53.4796989, -2.2295772 53.4799652, -2.2293268 53.4800573, -2.2290202 53.479764, -2.2292678 53.4796683))",POINT (-2.229298165518185 53.47986354210465)
Urban Exchange,550,163566228,,retail,,"POLYGON ((-2.229171 53.4813576, -2.2281021 53.4820148, -2.2280385 53.4819794, -2.2280063 53.4819998, -2.2272978 53.4815867, -2.2276527 53.481374, -2.227844 53.4814887, -2.2286361 53.4810047, -2.2291498 53.4813026, -2.2291162 53.4813213, -2.229171 53.4813576))",POINT (-2.228275094307219 53.48152072647204)
,551,163566229,,commercial,,"POLYGON ((-2.2200517 53.4799448, -2.2198513 53.4800342, -2.2194223 53.4796938, -2.2196227 53.4796044, -2.2200517 53.4799448))",POINT (-2.219737 53.4798193)
,552,163566247,,yes,,"POLYGON ((-2.2196734 53.4800711, -2.2200634 53.4804001, -2.2189549 53.4808655, -2.2187013 53.4806515, -2.2188546 53.4805872, -2.2189437 53.4806624, -2.2197389 53.4803286, -2.2196404 53.4802456, -2.2195437 53.4802862, -2.2194856 53.4802372, -2.219595 53.4801912, -2.2195259 53.4801329, -2.2196734 53.4800711))",POINT (-2.219437382042046 53.48050720798179)
Avro,553,163566357,,construction,,"POLYGON ((-2.2291438 53.4819956, -2.2294992 53.4821895, -2.2293906 53.4822644, -2.2292406 53.4821819, -2.2291962 53.4822096, -2.2291475 53.4821836, -2.2289465 53.4823209, -2.2287818 53.4822351, -2.2287703 53.4822291, -2.2291438 53.4819956))",POINT (-2.229122679446586 53.48216274787912)
,554,163566358,,apartments,,"POLYGON ((-2.2309093 53.4814936, -2.230874 53.4814527, -2.2309498 53.4814295, -2.2308911 53.4813615, -2.2308426 53.4813763, -2.2308544 53.4813899, -2.230826 53.4813986, -2.2307916 53.4813587, -2.2300759 53.481582, -2.2301639 53.4816748, -2.2302006 53.4816636, -2.2302363 53.481703, -2.2309093 53.4814936))",POINT (-2.230517666860286 53.48152852045446)
,555,165030184,,toilets,,"POLYGON ((-2.2567336 53.476995, -2.2565078 53.4769567, -2.2565279 53.4769148, -2.2567537 53.4769531, -2.2567336 53.476995))",POINT (-2.25663075 53.4769549)
,556,165030191,,warehouse,,"POLYGON ((-2.2708626 53.4786466, -2.2697964 53.4785917, -2.2698437 53.4782669, -2.2709099 53.4783218, -2.2708626 53.4786466))",POINT (-2.270353149999998 53.47845675)
Porcelanosa,557,165030200,,retail,,"POLYGON ((-2.2623893 53.4748486, -2.2621083 53.4750484, -2.261689 53.4748395, -2.26197 53.4746397, -2.2623893 53.4748486))",POINT (-2.262039149999999 53.47484405)
,558,165030208,,roof,,"POLYGON ((-2.2729154 53.4784297, -2.2714481 53.4783537, -2.2714555 53.478308, -2.2729249 53.4783818, -2.2729154 53.4784297))",POINT (-2.272191952917643 53.47836860040876)
Excalon,559,165030213,,warehouse,,"POLYGON ((-2.2731211 53.4787198, -2.2728914 53.4787079, -2.2728851 53.4787517, -2.2711765 53.4786607, -2.2711882 53.4785541, -2.2712114 53.4783415, -2.2714481 53.4783537, -2.2729154 53.4784297, -2.2731533 53.478442, -2.2731211 53.4787198))",POINT (-2.272151866812622 53.47854904273499)
,560,165032620,,yes,,"POLYGON ((-2.2489585 53.4746358, -2.2488487 53.4746434, -2.2488413 53.4746058, -2.2489511 53.4745982, -2.2489585 53.4746358))",POINT (-2.248899900000001 53.4746208)
Bridgewater Hall,561,165386099,,theatre,,"POLYGON ((-2.2461096 53.4757582, -2.2460494 53.475717, -2.2459827 53.4757443, -2.2458854 53.4757842, -2.2458149 53.4757247, -2.2457667 53.4756839, -2.2457455 53.475666, -2.2455037 53.4756549, -2.2454416 53.4756517, -2.2454589 53.4756208, -2.2454912 53.475563, -2.2454249 53.4755498, -2.2453558 53.4755361, -2.2454671 53.4754618, -2.2453486 53.4754172, -2.2452878 53.4753943, -2.2454107 53.4753522, -2.2456688 53.4752639, -2.2455695 53.4751761, -2.24577 53.4750983, -2.2457454 53.4750775, -2.2457981 53.4750563, -2.2458236 53.4750775, -2.2461457 53.4749532, -2.2462857 53.4750875, -2.246403 53.4751215, -2.2463805 53.4751421, -2.2464198 53.4751764, -2.2463955 53.475186, -2.2464993 53.47528, -2.2464801 53.4752872, -2.246457 53.4753434, -2.2464915 53.4753484, -2.2465144 53.4753517, -2.2465941 53.4753203, -2.2465731 53.4753105, -2.2465881 53.4752944, -2.2465535 53.4752666, -2.2467205 53.4752084, -2.2467491 53.475229, -2.2467642 53.4752585, -2.2467642 53.4753015, -2.2467642 53.475323, -2.2467476 53.4753544, -2.2467258 53.4753791, -2.2466985 53.4754029, -2.2466633 53.4754358, -2.2466363 53.475452, -2.2466122 53.4754332, -2.246561 53.4754502, -2.2464978 53.4753911, -2.2464754 53.4753881, -2.2464394 53.4753832, -2.246417 53.4754364, -2.2464841 53.4754997, -2.2463969 53.4755541, -2.2464074 53.4755667, -2.2462825 53.4756374, -2.2462032 53.4757434, -2.2461503 53.4757295, -2.2461096 53.4757582))",POINT (-2.246009050657641 53.47538455802519)
The Briton's Protection,562,165386100,,pub,,"POLYGON ((-2.2473514 53.47504, -2.2471754 53.4750091, -2.2472224 53.4749119, -2.24731 53.4749291, -2.2473404 53.4748702, -2.2473948 53.4748805, -2.2473653 53.4749393, -2.2473972 53.474945, -2.2473514 53.47504))",POINT (-2.247296928723495 53.47496496873155)
Manchester College,563,165552489,,college,,"POLYGON ((-2.246688 53.4898936, -2.2456474 53.4901585, -2.2458466 53.4904733, -2.2455508 53.4905478, -2.2453148 53.4902414, -2.2450618 53.4899654, -2.2447058 53.489577, -2.244132 53.4889511, -2.2445101 53.4888435, -2.2448534 53.4887669, -2.2451377 53.4887031, -2.2454389 53.4886413, -2.2455508 53.4886297, -2.2456313 53.4886137, -2.2457117 53.4886328, -2.2457761 53.4886711, -2.2459317 53.4888403, -2.2461409 53.4891276, -2.2462374 53.4892488, -2.2460819 53.4893127, -2.2461475 53.4894232, -2.2461623 53.4894563, -2.2462964 53.4894212, -2.2463715 53.489434, -2.246452 53.4894659, -2.2465915 53.4896893, -2.246688 53.4898936))",POINT (-2.24545433728927 53.4894466382054)
Celebration Village,564,166324124,,yes,,"POLYGON ((-2.2477087 53.4898913, -2.2472376 53.490028, -2.2474932 53.4903398, -2.2477512 53.490265, -2.2477854 53.4903067, -2.2479985 53.4902449, -2.2477087 53.4898913))",POINT (-2.247616587761226 53.49012352037112)
,565,166324125,,yes,,"POLYGON ((-2.2475161 53.4884085, -2.2474951 53.4883843, -2.2462434 53.4887138, -2.2465032 53.489071, -2.2466337 53.4890375, -2.2469259 53.48942, -2.2477086 53.4892257, -2.2476419 53.4891439, -2.2475744 53.4891611, -2.2473625 53.4888668, -2.2477956 53.4887564, -2.2477479 53.48869, -2.2478385 53.4886669, -2.2476314 53.4883791, -2.2475161 53.4884085))",POINT (-2.247090081489499 53.48887012387259)
,566,166324126,,yes,,"POLYGON ((-2.2480541 53.4894502, -2.2473369 53.489654, -2.2472541 53.4895508, -2.2469294 53.4896431, -2.2472004 53.4899807, -2.2482423 53.4896847, -2.2480541 53.4894502))",POINT (-2.247567680128828 53.48970738847617)
,567,166324128,,yes,,"POLYGON ((-2.2491284 53.490341, -2.2478359 53.4907364, -2.2481623 53.4911142, -2.2486321 53.4909705, -2.2487271 53.4910804, -2.2490397 53.4909847, -2.2489447 53.4908748, -2.2494548 53.4907187, -2.2491284 53.490341))",POINT (-2.248657859107297 53.49074403151391)
,568,166324219,,parking,,"POLYGON ((-2.2435553 53.4894054, -2.2425847 53.4896623, -2.2422625 53.4894532, -2.2424556 53.4893766, -2.2424932 53.4894181, -2.2433357 53.4891963, -2.2433625 53.4892193, -2.2434048 53.4892052, -2.2435553 53.4894054))",POINT (-2.24293369808063 53.48942950940499)
,569,167120409,,yes,,"POLYGON ((-2.2205048 53.4754445, -2.2200747 53.4754028, -2.2201467 53.4751401, -2.2205767 53.4751819, -2.2205048 53.4754445))",POINT (-2.220325709432498 53.47529232718399)
,570,167120410,,yes,,"POLYGON ((-2.2136026 53.4753444, -2.2135668 53.4755878, -2.2127974 53.4755477, -2.2128096 53.4754645, -2.2125403 53.4754505, -2.2125658 53.4752765, -2.2128191 53.4752897, -2.2128306 53.4752113, -2.2132911 53.4752353, -2.2132776 53.4753275, -2.2136026 53.4753444))",POINT (-2.213091013203255 53.47540622941863)
,571,167120411,,yes,,"POLYGON ((-2.2156933 53.4744281, -2.2154872 53.4744199, -2.2154941 53.4743589, -2.2152571 53.4743493, -2.2152493 53.4744172, -2.2148434 53.4744009, -2.2148396 53.4744339, -2.2147699 53.4744311, -2.2147658 53.4744671, -2.2147073 53.4744647, -2.2146805 53.4747009, -2.2145651 53.4746963, -2.2145321 53.4749873, -2.2147582 53.4749964, -2.2147502 53.4750669, -2.2151981 53.4750849, -2.2152049 53.4750254, -2.2154861 53.4750367, -2.215518 53.4747556, -2.2156555 53.4747612, -2.2156933 53.4744281))",POINT (-2.215117293322358 53.47472177403316)
