from_node_id,to_node_id,cell_id,FFTT_in_sec,distance,o_distance,d_distance,accessbility_time,hit_count,use_count,balance,geometry
5,4,-2238999332,18,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442993 33.4231771, -111.9443013 33.4237381, -111.9443033 33.4243197)"
5,6,-2238999332,20,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442993 33.4231771, -111.9442827 33.4224799, -111.9442823 33.4223902, -111.9442806 33.4219919, -111.9442755 33.4219392, -111.9442661 33.4218936)"
6,5,-2238999332,20,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442661 33.4218936, -111.9442755 33.4219392, -111.9442806 33.4219919, -111.9442823 33.4223902, -111.9442827 33.4224799, -111.9442993 33.4231771)"
6,7,-2238999332,20,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442661 33.4218936, -111.944256 33.421843, -111.9442502 33.4217971, -111.9442462 33.4217045, -111.9442507 33.4213791, -111.9442504 33.4211204, -111.9442498 33.420638)"
7,6,-2238999332,20,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442498 33.420638, -111.9442504 33.4211204, -111.9442507 33.4213791, -111.9442462 33.4217045, -111.9442502 33.4217971, -111.944256 33.421843, -111.9442661 33.4218936)"
7,8,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442498 33.420638, -111.9442498 33.4203483)"
8,7,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442498 33.4203483, -111.9442498 33.420638)"
8,9,-2238999332,15,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442498 33.4203483, -111.9442466 33.4200963, -111.944246 33.4194019)"
9,8,-2238999332,15,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.944246 33.4194019, -111.9442466 33.4200963, -111.9442498 33.4203483)"
9,10,-2238999332,7,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.944246 33.4194019, -111.9442456 33.4191934, -111.9442454 33.4190374, -111.9442453 33.4189174)"
10,9,-2238999332,7,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442453 33.4189174, -111.9442454 33.4190374, -111.9442456 33.4191934, -111.944246 33.4194019)"
10,11,-2238999332,18,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442453 33.4189174, -111.9442451 33.4187505, -111.9442449 33.4185663, -111.9442446 33.4183228, -111.9442439 33.4177833)"
11,10,-2238999332,18,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442439 33.4177833, -111.9442446 33.4183228, -111.9442449 33.4185663, -111.9442451 33.4187505, -111.9442453 33.4189174)"
11,12,-2238999332,15,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442439 33.4177833, -111.9442432 33.4172052, -111.944241 33.4168222)"
12,11,-2238999332,15,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.944241 33.4168222, -111.9442432 33.4172052, -111.9442439 33.4177833)"
12,13,-2238999332,12,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.944241 33.4168222, -111.9442407 33.4165478, -111.9442405 33.4163013, -111.9442404 33.4162081, -111.9442403 33.4160678)"
13,12,-2238999332,12,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442403 33.4160678, -111.9442404 33.4162081, -111.9442405 33.4163013, -111.9442407 33.4165478, -111.944241 33.4168222)"
13,406,-2238999332,17,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442403 33.4160678, -111.9442386 33.4153056, -111.9442379 33.415)"
406,13,-2238999332,17,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442379 33.415, -111.9442386 33.4153056, -111.9442403 33.4160678)"
1,2,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442567 33.4295155, -111.9442632 33.4293622, -111.9442672 33.4292694, -111.9442868 33.4292012, -111.9443252 33.4291446)"
2,1,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9443252 33.4291446, -111.9442868 33.4292012, -111.9442672 33.4292694, -111.9442632 33.4293622, -111.9442567 33.4295155)"
142,47,-2238999332,6,0.000099,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9399633 33.4273851, -111.9400185 33.427385, -111.9400679 33.4273849)"
47,142,-2238999332,6,0.000095,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400679 33.4273849, -111.9400185 33.427385, -111.9399633 33.4273851)"
47,30,-2238999332,36,0.000135,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400679 33.4273849, -111.940159 33.4273839, -111.941512 33.4273775, -111.9420474 33.4273706, -111.9422487 33.4273804, -111.942421 33.4274122, -111.9425921 33.4274644, -111.9426753 33.4274993, -111.9427719 33.4275569)"
30,47,-2238999332,36,0.000093,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9427719 33.4275569, -111.9426753 33.4274993, -111.9425921 33.4274644, -111.942421 33.4274122, -111.9422487 33.4273804, -111.9420474 33.4273706, -111.941512 33.4273775, -111.940159 33.4273839, -111.9400679 33.4273849)"
407,192,-2238999332,13,0.000612,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.945 33.4264311, -111.9447027 33.4264321, -111.944657 33.426483, -111.9446461 33.4268521, -111.9446243 33.4268812, -111.9445197 33.4268885, -111.9442762 33.426894)"
192,407,-2238999332,13,0.000698,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442762 33.426894, -111.9445197 33.4268885, -111.9446243 33.4268812, -111.9446461 33.4268521, -111.944657 33.426483, -111.9447027 33.4264321, -111.945 33.4264311)"
285,310,-2238999332,30,0.000672,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9307663 33.4220474, -111.9311571 33.4220451, -111.9312748 33.4220416, -111.9315239 33.4220359, -111.9332209 33.4220178, -111.9339909 33.4220122)"
310,54,-2238999332,9,0.000561,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339909 33.4220122, -111.9348585 33.4220016, -111.9349431 33.4220042)"
176,188,-2238999332,6,0.000027,999999.000000,999999.000000,999999,1,0,0.000000,0.000000,"LINESTRING (-111.9399677 33.4296814, -111.9399703 33.4297456, -111.9399734 33.4300281, -111.9399748 33.4301976)"
66,408,-2238999332,19,0.001770,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.933278 33.4160881, -111.9332455 33.4151452, -111.9332026 33.415052, -111.9331168 33.415009, -111.9327992 33.4150162, -111.9327989 33.415)"
408,66,-2238999332,19,0.001770,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9327989 33.415, -111.9327992 33.4150162, -111.9331168 33.415009, -111.9332026 33.415052, -111.9332455 33.4151452, -111.933278 33.4160881)"
78,79,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9338106 33.4174451, -111.9337564 33.4173875, -111.9337435 33.4173789, -111.9337028 33.4173518)"
79,78,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9337028 33.4173518, -111.9337435 33.4173789, -111.9337564 33.4173875, -111.9338106 33.4174451)"
83,44,-2238999332,27,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9205552 33.4187226, -111.9205576 33.4185739, -111.9205672 33.4179666, -111.9205699 33.417795, -111.9205749 33.4174822, -111.9205773 33.4173248, -111.920587 33.4167118)"
44,83,-2238999332,27,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.920587 33.4167118, -111.9205773 33.4173248, -111.9205749 33.4174822, -111.9205699 33.417795, -111.9205672 33.4179666, -111.9205576 33.4185739, -111.9205552 33.4187226)"
63,193,-2238999332,17,0.000437,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9381178 33.419078, -111.9380385 33.4190779, -111.9377709 33.4190774, -111.9373118 33.4190765, -111.9366173 33.4190676)"
193,63,-2238999332,17,0.000287,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366173 33.4190676, -111.9373118 33.4190765, -111.9377709 33.4190774, -111.9380385 33.4190779, -111.9381178 33.419078)"
194,141,-2238999332,41,0.000237,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.938161 33.4254954, -111.9381622 33.4256128, -111.9381626 33.4256503, -111.9381745 33.4268482, -111.9387635 33.427076, -111.9392411 33.4272607, -111.9393679 33.4273021, -111.939447 33.4273267, -111.9395019 33.4273825)"
141,194,-2238999332,41,0.000360,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9395019 33.4273825, -111.939447 33.4273267, -111.9393679 33.4273021, -111.9392411 33.4272607, -111.9387635 33.427076, -111.9381745 33.4268482, -111.9381626 33.4256503, -111.9381622 33.4256128, -111.938161 33.4254954)"
176,175,-2238999332,6,0.000104,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9399677 33.4296814, -111.940037 33.4296738, -111.9400919 33.4296678)"
260,89,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9262872 33.419546, -111.9262825 33.4200903)"
89,260,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9262825 33.4200903, -111.9262872 33.419546)"
89,82,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9262825 33.4200903, -111.926283 33.4201745)"
82,89,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.926283 33.4201745, -111.9262825 33.4200903)"
82,103,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.926283 33.4201745, -111.9262853 33.4202273)"
103,82,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9262853 33.4202273, -111.926283 33.4201745)"
410,76,-2238999332,10,0.000060,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9398526 33.415, -111.9398529 33.4150571, -111.9398521 33.415431, -111.9398435 33.4155958, -111.9398253 33.4156688, -111.939792 33.4157247, -111.9397232 33.4158205, -111.9395884 33.4159654)"
76,344,-2238999332,6,0.000052,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9395884 33.4159654, -111.9395692 33.4159864)"
344,341,-2238999332,6,0.000044,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9395692 33.4159864, -111.9395397 33.4160199, -111.9395272 33.4160342)"
341,131,-2238999332,6,0.000039,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9395272 33.4160342, -111.9394923 33.4160741)"
59,332,-2238999332,6,0.000546,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366724 33.4254992, -111.9365805 33.4255003, -111.936488 33.4255014, -111.9363613 33.4255029, -111.936319 33.4255035)"
332,59,-2238999332,6,0.000511,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.936319 33.4255035, -111.9363613 33.4255029, -111.936488 33.4255014, -111.9365805 33.4255003, -111.9366724 33.4254992)"
74,60,-2238999332,6,0.000642,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9353519 33.4255151, -111.9351511 33.4254952, -111.9350723 33.42548, -111.9349278 33.4254396)"
60,74,-2238999332,6,0.000599,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9349278 33.4254396, -111.9350723 33.42548, -111.9351511 33.4254952, -111.9353519 33.4255151)"
287,305,-2238999332,25,0.000867,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9423987 33.4224828, -111.9424 33.4225322, -111.9424035 33.4226697, -111.9424284 33.4228342, -111.9424643 33.4229746, -111.9424919 33.4230562, -111.9425071 33.4231013, -111.9425575 33.4232185, -111.9426053 33.4233152, -111.9426847 33.423443, -111.9427662 33.4235559, -111.9429224 33.4237607, -111.9429612 33.4238116, -111.9430947 33.4239971, -111.9431904 33.424161, -111.9432267 33.4242548)"
305,287,-2238999332,25,0.000671,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9432267 33.4242548, -111.9431904 33.424161, -111.9430947 33.4239971, -111.9429612 33.4238116, -111.9429224 33.4237607, -111.9427662 33.4235559, -111.9426847 33.423443, -111.9426053 33.4233152, -111.9425575 33.4232185, -111.9425071 33.4231013, -111.9424919 33.4230562, -111.9424643 33.4229746, -111.9424284 33.4228342, -111.9424035 33.4226697, -111.9424 33.4225322, -111.9423987 33.4224828)"
305,288,-2238999332,9,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9432267 33.4242548, -111.9432561 33.4243307, -111.9433093 33.4245024, -111.9433398 33.4246297, -111.9433521 33.4247954, -111.9433507 33.4249452)"
288,305,-2238999332,9,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9433507 33.4249452, -111.9433521 33.4247954, -111.9433398 33.4246297, -111.9433093 33.4245024, -111.9432561 33.4243307, -111.9432267 33.4242548)"
48,190,-2238999332,13,0.000336,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400797 33.4254922, -111.9406267 33.425492, -111.9411959 33.4254872, -111.9412736 33.4254885)"
190,48,-2238999332,13,0.000238,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9412736 33.4254885, -111.9411959 33.4254872, -111.9406267 33.425492, -111.9400797 33.4254922)"
190,29,-2238999332,23,0.000553,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9412736 33.4254885, -111.9424801 33.4254848, -111.9425451 33.4254846, -111.9428663 33.4254836, -111.9432452 33.4254824, -111.943347 33.4254811)"
29,190,-2238999332,23,0.000347,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.943347 33.4254811, -111.9432452 33.4254824, -111.9428663 33.4254836, -111.9425451 33.4254846, -111.9424801 33.4254848, -111.9412736 33.4254885)"
169,168,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9426236 33.4294744, -111.9427174 33.4294743, -111.9427744 33.4294631, -111.9428076 33.4294446, -111.9428462 33.4294111, -111.9428674 33.4293722)"
2,192,-2238999332,36,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9443252 33.4291446, -111.9443136 33.4283475, -111.9443125 33.4283045, -111.9443068 33.4280856, -111.9443026 33.4279205, -111.9442962 33.4276724, -111.944278 33.4269646, -111.9442762 33.426894)"
192,2,-2238999332,36,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442762 33.426894, -111.944278 33.4269646, -111.9442962 33.4276724, -111.9443026 33.4279205, -111.9443068 33.4280856, -111.9443125 33.4283045, -111.9443136 33.4283475, -111.9443252 33.4291446)"
192,3,-2238999332,22,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442762 33.426894, -111.9442763 33.4268689, -111.9442795 33.4261428, -111.9442814 33.4254737)"
3,192,-2238999332,22,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442814 33.4254737, -111.9442795 33.4261428, -111.9442763 33.4268689, -111.9442762 33.426894)"
286,411,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9448055 33.4291415, -111.945 33.4291403)"
411,286,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.945 33.4291403, -111.9448055 33.4291415)"
3,128,-2238999332,7,0.000373,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9442814 33.4254737, -111.9441177 33.4254467, -111.9436145 33.4254447)"
128,80,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9436145 33.4254447, -111.9435715 33.4254464)"
80,29,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9435715 33.4254464, -111.9434704 33.4254475, -111.943347 33.4254811)"
48,139,-2238999332,6,0.000235,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400797 33.4254922, -111.9400212 33.4254921, -111.9399606 33.425492)"
139,48,-2238999332,6,0.000238,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9399606 33.425492, -111.9400212 33.4254921, -111.9400797 33.4254922)"
131,132,-2238999332,10,0.000020,999999.000000,999999.000000,999999,3,0,0.000000,0.000000,"LINESTRING (-111.9394923 33.4160741, -111.9396053 33.4162564, -111.9397468 33.416566, -111.9398246 33.4169022, -111.9398371 33.4170325)"
214,17,-2238999332,6,0.000160,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400789 33.424691, -111.9400786 33.4243437)"
142,143,-2238999332,6,0.000034,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9399633 33.4273851, -111.9399644 33.4274908)"
143,144,-2238999332,6,0.000034,999999.000000,999999.000000,999999,1,0,0.000000,0.000000,"LINESTRING (-111.9399644 33.4274908, -111.9399642 33.4275269)"
144,221,-2238999332,8,0.000054,999999.000000,999999.000000,999999,2,0,0.000000,0.000000,"LINESTRING (-111.9399642 33.4275269, -111.9399623 33.427579, -111.9399618 33.4281865)"
290,289,-2238999332,8,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9349531 33.4160981, -111.9349516 33.4160604, -111.9349513 33.4160517, -111.9349512 33.4160454, -111.9349495 33.4158893, -111.9349497 33.4156773, -111.9349498 33.4155051)"
412,245,-2238999332,10,0.000178,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9381327 33.4302, -111.9385326 33.4299576, -111.9387983 33.4298293, -111.9390709 33.4297767, -111.9391291 33.4297717)"
169,118,-2238999332,6,0.000411,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9426236 33.4294744, -111.942704 33.4295252, -111.9428006 33.4295795, -111.9428484 33.4296132)"
40,52,-2238999332,6,0.000196,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9399667 33.4167979, -111.9399894 33.4162047)"
52,199,-2238999332,11,0.000367,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9399894 33.4162047, -111.9399706 33.4151936, -111.939969 33.4151097)"
200,40,-2238999332,8,0.000183,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400269 33.417428, -111.9399667 33.4167979)"
201,202,-2238999332,6,0.000037,999999.000000,999999.000000,999999,1,0,0.000000,0.000000,"LINESTRING (-111.9398502 33.4186881, -111.9398505 33.4187373)"
205,206,-2238999332,6,0.000045,999999.000000,999999.000000,999999,1,0,0.000000,0.000000,"LINESTRING (-111.9398661 33.4195538, -111.9398663 33.4195688, -111.9398665 33.419777)"
210,183,-2238999332,8,0.000031,999999.000000,999999.000000,999999,5,0,0.000000,0.000000,"LINESTRING (-111.9398957 33.4212893, -111.9398841 33.4214786, -111.9399051 33.4217848, -111.9398936 33.4218943)"
206,207,-2238999332,6,0.000033,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9398665 33.419777, -111.9398722 33.4200156)"
203,205,-2238999332,6,0.000044,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9398606 33.4193366, -111.9398661 33.4195538)"
209,210,-2238999332,6,0.000041,999999.000000,999999.000000,999999,1,0,0.000000,0.000000,"LINESTRING (-111.939894 33.4211696, -111.9398957 33.4212893)"
207,208,-2238999332,6,0.000056,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9398722 33.4200156, -111.9398812 33.4202361)"
136,209,-2238999332,9,0.000031,999999.000000,999999.000000,999999,1,0,0.000000,0.000000,"LINESTRING (-111.9398833 33.4204904, -111.9398874 33.4205831, -111.9398937 33.4209604, -111.939894 33.4211696)"
202,135,-2238999332,6,0.000034,999999.000000,999999.000000,999999,3,0,0.000000,0.000000,"LINESTRING (-111.9398505 33.4187373, -111.9398515 33.4189843, -111.939854 33.4190575)"
135,203,-2238999332,6,0.000026,999999.000000,999999.000000,999999,1,0,0.000000,0.000000,"LINESTRING (-111.939854 33.4190575, -111.9398574 33.4191385, -111.9398606 33.4193366)"
208,136,-2238999332,6,0.000072,999999.000000,999999.000000,999999,1,0,0.000000,0.000000,"LINESTRING (-111.9398812 33.4202361, -111.9398785 33.4204046, -111.9398833 33.4204904)"
204,121,-2238999332,6,0.000150,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400338 33.4194368, -111.9400303 33.419138, -111.940028 33.4190552)"
134,201,-2238999332,10,0.000031,999999.000000,999999.000000,999999,4,0,0.000000,0.000000,"LINESTRING (-111.9398468 33.4176189, -111.9398457 33.4184381, -111.9398502 33.4186881)"
121,51,-2238999332,19,0.000173,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.940028 33.4190552, -111.9400261 33.4189851, -111.9400234 33.4185957, -111.9400217 33.4183487, -111.9400193 33.4179887, -111.9400362 33.4176249)"
51,84,-2238999332,6,0.000184,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400362 33.4176249, -111.940029 33.4174558)"
215,139,-2238999332,6,0.000029,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.939958 33.4251292, -111.9399606 33.425492)"
49,211,-2238999332,8,0.000124,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400687 33.4231956, -111.9400741 33.4225274)"
212,49,-2238999332,6,0.000103,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400646 33.4234469, -111.9400687 33.4231956)"
216,48,-2238999332,7,0.000137,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400785 33.4260353, -111.9400797 33.4254922)"
138,215,-2238999332,10,0.000023,999999.000000,999999.000000,999999,1,0,0.000000,0.000000,"LINESTRING (-111.9399523 33.4243448, -111.939958 33.4251292)"
213,138,-2238999332,6,0.000022,999999.000000,999999.000000,999999,1,0,0.000000,0.000000,"LINESTRING (-111.9399588 33.4240116, -111.9399523 33.4243448)"
17,212,-2238999332,11,0.000114,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400786 33.4243437, -111.9400646 33.4234469)"
48,214,-2238999332,10,0.000172,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400797 33.4254922, -111.9400789 33.424691)"
211,50,-2238999332,7,0.000153,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400741 33.4225274, -111.9400778 33.4220718, -111.9400803 33.4219289)"
140,219,-2238999332,7,0.000014,999999.000000,999999.000000,999999,6,0,0.000000,0.000000,"LINESTRING (-111.9399641 33.4264662, -111.939964 33.4270359)"
221,222,-2238999332,6,0.000043,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9399618 33.4281865, -111.9399616 33.4284311)"
139,218,-2238999332,11,0.000017,999999.000000,999999.000000,999999,2,0,0.000000,0.000000,"LINESTRING (-111.9399606 33.425492, -111.9399637 33.426342)"
223,224,-2238999332,6,0.000017,999999.000000,999999.000000,999999,2,0,0.000000,0.000000,"LINESTRING (-111.9399832 33.4290713, -111.9399845 33.4292269)"
217,137,-2238999332,6,0.000022,999999.000000,999999.000000,999999,3,0,0.000000,0.000000,"LINESTRING (-111.9399634 33.422988, -111.9399685 33.4231886)"
218,140,-2238999332,6,0.000026,999999.000000,999999.000000,999999,1,0,0.000000,0.000000,"LINESTRING (-111.9399637 33.426342, -111.9399641 33.4264662)"
137,213,-2238999332,10,0.000026,999999.000000,999999.000000,999999,5,0,0.000000,0.000000,"LINESTRING (-111.9399685 33.4231886, -111.9399609 33.4239039, -111.9399588 33.4240116)"
224,145,-2238999332,6,0.000029,999999.000000,999999.000000,999999,3,0,0.000000,0.000000,"LINESTRING (-111.9399845 33.4292269, -111.9399957 33.4293836, -111.9399608 33.4294989, -111.9399635 33.4295773)"
219,142,-2238999332,6,0.000020,999999.000000,999999.000000,999999,4,0,0.000000,0.000000,"LINESTRING (-111.939964 33.4270359, -111.9399639 33.4272821, -111.9399633 33.4273851)"
222,223,-2238999332,8,0.000015,999999.000000,999999.000000,999999,2,0,0.000000,0.000000,"LINESTRING (-111.9399616 33.4284311, -111.9399917 33.4284947, -111.9399996 33.4286739, -111.9399832 33.4290713)"
220,114,-2238999332,6,0.000106,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400691 33.4277606, -111.9400679 33.4275756, -111.9400695 33.4275261)"
114,94,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400695 33.4275261, -111.9400695 33.4274911)"
38,220,-2238999332,24,0.000089,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9400872 33.4295692, -111.9400836 33.4294932, -111.9400739 33.4285325, -111.9400691 33.4277606)"
186,319,-2238999332,16,0.001731,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9248832 33.4220294, -111.9245967 33.4220289, -111.924569 33.4220289, -111.9241415 33.4220282, -111.9240913 33.4220281, -111.9238397 33.4220263, -111.923216 33.4220268, -111.9228964 33.4220263)"
319,186,-2238999332,16,0.001532,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9228964 33.4220263, -111.923216 33.4220268, -111.9238397 33.4220263, -111.9240913 33.4220281, -111.9241415 33.4220282, -111.924569 33.4220289, -111.9245967 33.4220289, -111.9248832 33.4220294)"
319,236,-2238999332,39,0.002208,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9228964 33.4220263, -111.9226574 33.4220242, -111.9218866 33.4220175, -111.9214318 33.4220136, -111.9208212 33.4220148, -111.9207233 33.422015, -111.9192834 33.4220178, -111.9188028 33.4220181, -111.9181401 33.4220184)"
236,319,-2238999332,39,0.001733,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9181401 33.4220184, -111.9188028 33.4220181, -111.9192834 33.4220178, -111.9207233 33.422015, -111.9208212 33.4220148, -111.9214318 33.4220136, -111.9218866 33.4220175, -111.9226574 33.4220242, -111.9228964 33.4220263)"
