sensor_no,sensor_id,Average of volume_pl_ph,Average of lanes,link_volume_per_hour,link_volume_period,,geometry,reference_speed,reference_lanes,lane_volume,allowed_link_type_code,blocked_link_type_code
1308,40204AB,362.625,3,1087.875,4351.5,,"LINESTRING (-111.932649 33.319983, -111.936902 33.319974)",40,3,362.625,,
1309,40204BA,239.5,3,718.5,2874,,"LINESTRING (-111.936902 33.319974, -111.932649 33.319983)",40,3,239.5,,
1310,40207AB,225.875,2,451.75,1807,,"LINESTRING (-111.911167 33.326229, -111.911176 33.324032)",40,2,225.875,,
1311,40207BA,440.625,2,881.25,3525,,"LINESTRING (-111.911176 33.324032, -111.911167 33.326229)",40,2,440.625,,
1312,40276AB,113.625,2,227.25,909,,"LINESTRING (-112.324643 33.597883, -112.324647 33.6019)",41,2,113.625,,
1313,40276BA,112.8125,2,225.625,902.5,,"LINESTRING (-112.324647 33.6019, -112.324643 33.597883)",41,2,112.8125,,
1314,40311AB,265.6875,2,531.375,2125.5,,"LINESTRING (-112.280925 33.421045, -112.272605 33.42115)",41,2,265.6875,,
1315,40311BA,194.5,2,389,1556,,"LINESTRING (-112.272605 33.42115, -112.280925 33.421045)",41,2,194.5,,
1316,40332AB,268.125,2,536.25,2145,,"LINESTRING (-112.012915 33.457656, -112.012912 33.45491)",40,2,268.125,,
1317,40332BA,155.125,2,310.25,1241,,"LINESTRING (-112.012912 33.45491, -112.012915 33.457656)",40,2,155.125,,
1318,40337AB,92.25,1,92.25,369,,"LINESTRING (-111.92902 33.509496, -111.93043 33.509475)",40,1,92.25,,
1319,40337BA,128,1,128,512,,"LINESTRING (-111.93043 33.509475, -111.92902 33.509496)",40,1,128,,
1320,40371AB,201.125,3,603.375,2413.5,,"LINESTRING (-111.698306 33.379333, -111.705136 33.379299)",41,3,201.125,,
1321,40371BA,224.375,2,448.75,1795,,"LINESTRING (-111.705136 33.379299, -111.698306 33.379333)",41,2,224.375,,
1322,40398AB,225.1875,2,450.375,1801.5,,"LINESTRING (-111.668942 33.436909, -111.663665 33.436944)",41,2,225.1875,,
1323,40398BA,246.5,2,493,1972,,"LINESTRING (-111.663665 33.436944, -111.668942 33.436909)",41,2,246.5,,
1324,40598AB,334.625,2,669.25,2677,,"LINESTRING (-111.85691 33.574498, -111.862886 33.574619)",41,2,334.625,,
1325,40598BA,194.875,2,389.75,1559,,"LINESTRING (-111.862886 33.574619, -111.85691 33.574498)",41,2,194.875,,
1326,40714AB,1025.708333,3,3077.124999,12308.5,,"LINESTRING (-112.082646 33.429387, -112.08715 33.429798)",70,3,1025.708333,f,a
1327,4129AB,288.75,1,288.75,1155,,"LINESTRING (-112.323915 33.52202, -112.32393 33.516141)",41,1,288.75,,
1328,4129BA,323.875,1,323.875,1295.5,,"LINESTRING (-112.32393 33.516141, -112.323915 33.52202)",41,1,323.875,,
1329,4131AB,284.4375,2,568.875,2275.5,,"LINESTRING (-112.290226 33.49361, -112.29852 33.493307)",41,2,284.4375,,
1330,4131BA,525,2,1050,4200,,"LINESTRING (-112.29852 33.493307, -112.290226 33.49361)",41,2,525,,
1331,4150AB,311.3125,2,622.625,2490.5,,"LINESTRING (-112.308901 33.49306, -112.320457 33.493153)",41,2,311.3125,,
1332,4150BA,496.5625,2,993.125,3972.5,,"LINESTRING (-112.320457 33.493153, -112.308901 33.49306)",41,2,496.5625,,
1333,4154AB,285.9375,2,571.875,2287.5,,"LINESTRING (-112.315795 33.507507, -112.323952 33.507424)",41,2,285.9375,,
1334,4154BA,472.5,2,945,3780,,"LINESTRING (-112.323952 33.507424, -112.315795 33.507507)",41,2,472.5,,
1335,4168AB,563.8125,2,1127.625,4510.5,,"LINESTRING (-112.323898 33.53649, -112.315355 33.536463)",41,2,563.8125,,
1336,4168BA,347.0625,2,694.125,2776.5,,"LINESTRING (-112.315355 33.536463, -112.323898 33.53649)",41,2,347.0625,,
1337,4406AB,280.375,3,841.125,3364.5,,"LINESTRING (-112.263726 33.537333, -112.26639 33.537274)",41,3,280.375,,
1338,4406BA,334.0833334,3,1002.25,4009.000001,,"LINESTRING (-112.26639 33.537274, -112.263726 33.537333)",41,3,334.0833334,,
1339,4433AB,1002.84375,3,3008.53125,12034.125,,"LINESTRING (-112.271432 33.546304, -112.271748 33.54507)",71,3,1002.84375,,
1340,4437AB,1511.958333,3,4535.874999,18143.5,,"LINESTRING (-112.271439 33.544787, -112.271012 33.546587)",71,3,1511.958333,,
1341,4498AB,412.675,2,825.35,3301.4,,"LINESTRING (-112.203405 33.458698, -112.203509 33.454659)",40,2,412.675,,
1342,4498BA,537.625,2,1075.25,4301,,"LINESTRING (-112.203509 33.454659, -112.203405 33.458698)",40,2,537.625,,
1343,4499AB,340.1527778,3,1020.458333,4081.833334,,"LINESTRING (-112.238184 33.458593, -112.238145 33.45409)",41,3,340.1527778,,
1344,4499BA,405.375,2,810.75,3243,,"LINESTRING (-112.238145 33.45409, -112.238184 33.458593)",41,2,405.375,,
1345,4500AB,508.75,1,508.75,2035,,"LINESTRING (-112.255263 33.457569, -112.255239 33.454989)",41,1,508.75,,
1346,4500BA,608.625,1,608.625,2434.5,,"LINESTRING (-112.255239 33.454989, -112.255263 33.457569)",41,1,608.625,,
1347,4508AB,179.7916667,3,539.3750001,2157.5,,"LINESTRING (-112.229488 33.465486, -112.237986 33.465311)",41,3,179.7916667,,
1348,4508BA,384.2500001,3,1152.75,4611.000001,,"LINESTRING (-112.237986 33.465311, -112.229488 33.465486)",41,3,384.2500001,,
1349,4525AB,216.0625,2,432.125,1728.5,,"LINESTRING (-112.238236 33.437165, -112.238459 33.4301)",41,2,216.0625,,
1350,4525BA,567,1,567,2268,,"LINESTRING (-112.238459 33.4301, -112.238236 33.437165)",41,1,567,,
1351,4591AB,245.0625,2,490.125,1960.5,,"LINESTRING (-112.255276 33.464153, -112.255292 33.463374)",41,2,245.0625,,
1352,4591BA,351.5625,2,703.125,2812.5,,"LINESTRING (-112.255292 33.463374, -112.255276 33.464153)",41,2,351.5625,,
1353,4607AB,1190.4375,4,4761.75,19047,,"LINESTRING (-112.23105 33.462746, -112.244256 33.462501)",71,4,1190.4375,,
1354,4608AB,901.675,5,4508.375,18033.5,,"LINESTRING (-112.244506 33.46205, -112.233327 33.462134)",71,5,901.675,,
1355,4610AB,1115.75,1,1115.75,4463,,"LINESTRING (-112.242845 33.462125, -112.233301 33.462217)",75,1,1115.75,,
1356,4611AB,524.625,1,524.625,2098.5,,"LINESTRING (-112.23265 33.462482, -112.24288 33.462406)",75,1,524.625,,
1357,4613AB,258.2916667,3,774.8750001,3099.5,,"LINESTRING (-112.238067 33.464321, -112.238123 33.463777)",41,3,258.2916667,,
1358,4613BA,248.7916667,3,746.3750001,2985.5,,"LINESTRING (-112.238123 33.463777, -112.238067 33.464321)",41,3,248.7916667,,
1359,46409AB,250.0833333,3,750.2499999,3001,,"LINESTRING (-112.224759 33.494583, -112.229581 33.494485)",41,3,250.0833333,,
1360,46409BA,613.4375,2,1226.875,4907.5,,"LINESTRING (-112.229581 33.494485, -112.224759 33.494583)",41,2,613.4375,,
1361,46435AB,234.0416667,3,702.1250001,2808.5,,"LINESTRING (-111.98615 33.305243, -111.988981 33.305231)",41,3,234.0416667,,
1362,46435BA,502.5,3,1507.5,6030,,"LINESTRING (-111.988981 33.305231, -111.98615 33.305243)",41,3,502.5,,
1363,4680AB,408.15,2,816.3,3265.2,,"LINESTRING (-112.221069 33.454526, -112.221185 33.451746)",41,2,408.15,,
1364,4680BA,331.125,2,662.25,2649,,"LINESTRING (-112.221185 33.451746, -112.221069 33.454526)",41,2,331.125,,
1365,4688AB,432.125,2,864.25,3457,,"LINESTRING (-112.212339 33.451652, -112.207958 33.451606)",41,2,432.125,,
1366,4688BA,88.33333334,3,265,1060,,"LINESTRING (-112.207958 33.451606, -112.212339 33.451652)",41,3,88.33333334,,
1367,4717AB,356.625,3,1069.875,4279.5,,"LINESTRING (-112.220504 33.464477, -112.220523 33.46402)",40,3,356.625,,
1368,4717BA,280.75,3,842.25,3369,,"LINESTRING (-112.220523 33.46402, -112.220504 33.464477)",40,3,280.75,,
1369,4833AB,334.125,3,1002.375,4009.5,,"LINESTRING (-112.20335 33.465852, -112.203375 33.464505)",40,3,334.125,,
1370,4833BA,190.75,3,572.25,2289,,"LINESTRING (-112.203375 33.464505, -112.20335 33.465852)",40,3,190.75,,
1371,4840AB,245.375,3,736.125,2944.5,,"LINESTRING (-112.203273 33.48033, -112.211914 33.480258)",40,3,245.375,,
1372,4840BA,497.375,3,1492.125,5968.5,,"LINESTRING (-112.211914 33.480258, -112.203273 33.48033)",40,3,497.375,,
1373,4853AB,289.2916667,2,578.5833334,2314.333334,,"LINESTRING (-112.229109 33.552189, -112.237703 33.551986)",41,2,289.2916667,,
1374,4853BA,496.7083333,2,993.4166666,3973.666666,,"LINESTRING (-112.237703 33.551986, -112.229109 33.552189)",41,2,496.7083333,,
1375,4855AB,304,2,608,2432,,"LINESTRING (-112.203101 33.523829, -112.203065 33.516586)",41,2,304,,
1376,4855BA,369.3125,2,738.625,2954.5,,"LINESTRING (-112.203065 33.516586, -112.203101 33.523829)",41,2,369.3125,,
1377,4856AB,255.375,2,510.75,2043,,"LINESTRING (-112.237647 33.522317, -112.235262 33.52258)",41,2,255.375,,
1378,4856BA,197.1875,2,394.375,1577.5,,"LINESTRING (-112.235262 33.52258, -112.237647 33.522317)",41,2,197.1875,,
1379,4870AB,228.875,2,457.75,1831,,"LINESTRING (-112.255142 33.501485, -112.255061 33.495715)",41,2,228.875,,
1380,4870BA,232.625,2,465.25,1861,,"LINESTRING (-112.255061 33.495715, -112.255142 33.501485)",41,2,232.625,,
1381,4873AB,444.625,2,889.25,3557,,"LINESTRING (-112.261145 33.493911, -112.261843 33.494067)",41,2,444.625,,
1382,4873BA,346,2,692,2768,,"LINESTRING (-112.261843 33.494067, -112.261145 33.493911)",41,2,346,,
1383,4891AB,301.875,2,603.75,2415,,"LINESTRING (-112.237677 33.515983, -112.237726 33.508787)",41,2,301.875,,
1384,4891BA,342.5625,2,685.125,2740.5,,"LINESTRING (-112.237726 33.508787, -112.237677 33.515983)",41,2,342.5625,,
1385,4898AB,107.7083333,3,323.1249999,1292.5,,"LINESTRING (-112.255051 33.544676, -112.255085 33.537552)",41,3,107.7083333,,
1386,4898BA,206.25,2,412.5,1650,,"LINESTRING (-112.255085 33.537552, -112.255051 33.544676)",41,2,206.25,,
1387,4950AB,290.25,1,290.25,1161,,"LINESTRING (-112.237703 33.551986, -112.237771 33.544909)",41,1,290.25,,
1388,4950BA,428.25,1,428.25,1713,,"LINESTRING (-112.237771 33.544909, -112.237703 33.551986)",41,1,428.25,,
1389,4964AB,305.8125,2,611.625,2446.5,,"LINESTRING (-112.220451 33.509004, -112.22047 33.501826)",41,2,305.8125,,
1390,4964BA,223.0833333,3,669.2499999,2677,,"LINESTRING (-112.22047 33.501826, -112.220451 33.509004)",41,3,223.0833333,,
1391,4989AB,184.4583333,3,553.3749999,2213.5,,"LINESTRING (-112.211721 33.538133, -112.216174 33.538031)",41,3,184.4583333,,
1392,4989BA,539.5833334,3,1618.75,6475.000001,,"LINESTRING (-112.216174 33.538031, -112.211721 33.538133)",41,3,539.5833334,,
1393,5051AB,347.75,1,347.75,1391,,"LINESTRING (-111.677724 33.219511, -111.668978 33.219455)",41,1,347.75,,
1394,5051BA,779.2857143,1,779.2857143,3117.142857,,"LINESTRING (-111.668978 33.219455, -111.677724 33.219511)",41,1,779.2857143,,
1395,5073AB,575,3,1725,6900,,"LINESTRING (-111.676734 33.328211, -111.670091 33.328213)",71,3,575,,
1396,5081AB,200.375,1,200.375,801.5,,"LINESTRING (-111.677984 33.204586, -111.668989 33.204736)",42,1,200.375,,
1397,5081BA,513.75,1,513.75,2055,,"LINESTRING (-111.668989 33.204736, -111.677984 33.204586)",42,1,513.75,,
1398,5086AB,684,3,2052,8208,,"LINESTRING (-111.670087 33.328434, -111.674269 33.328472)",71,3,684,,
1399,5093AB,105.875,2,211.75,847,,"LINESTRING (-111.379106 33.031288, -111.379118 33.026129)",41,2,105.875,,
1400,5093BA,178.5,2,357,1428,,"LINESTRING (-111.379118 33.026129, -111.379106 33.031288)",41,2,178.5,,
1401,5123AB,290,3,870,3480,,"LINESTRING (-111.934694 33.502142, -111.939001 33.502086)",40,3,290,,
1402,5123BA,310.25,3,930.75,3723,,"LINESTRING (-111.939001 33.502086, -111.934694 33.502142)",40,3,310.25,,
1403,5137AB,449.0625,2,898.125,3592.5,,"LINESTRING (-111.946359 33.256629, -111.909646 33.260941)",42,2,449.0625,,
1404,5137BA,262.875,2,525.75,2103,,"LINESTRING (-111.909646 33.260941, -111.946359 33.256629)",42,2,262.875,,
1405,5139AB,249.125,1,249.125,996.5,,"LINESTRING (-111.923621 33.219234, -111.967057 33.219225)",42,1,249.125,,
1406,5139BA,308.75,1,308.75,1235,,"LINESTRING (-111.967057 33.219225, -111.923621 33.219234)",42,1,308.75,,
1407,5150AB,1019.09375,4,4076.375,16305.5,,"LINESTRING (-111.931682 33.291499, -111.936562 33.291522)",70,4,1019.09375,f,a
1408,5155AB,884.4375,3,2653.3125,10613.25,,"LINESTRING (-111.938018 33.291347, -111.93164 33.291231)",70,3,884.4375,f,a
1409,5169AB,430.25,3,1290.75,5163,,"LINESTRING (-111.983709 33.293452, -111.989939 33.291601)",55,3,430.25,,
1410,5170AB,617.9444445,3,1853.833334,7415.333334,,"LINESTRING (-111.987782 33.291632, -111.983738 33.293113)",55,3,617.9444445,,
1411,5193AB,423.5,1,423.5,1694,,"LINESTRING (-111.931674 33.291471, -111.958809 33.294721)",70,1,423.5,,
1412,51AB,667,2,1334,5336,,"LINESTRING (-111.97564 33.549533, -111.975632 33.547677)",41,2,667,,
1413,51BA,352.8125,2,705.625,2822.5,,"LINESTRING (-111.975632 33.547677, -111.97564 33.549533)",41,2,352.8125,,
1414,5230AB,462.25,2,924.5,3698,,"LINESTRING (-111.859014 33.298838, -111.859088 33.295162)",40,2,462.25,,
1415,5230BA,586.125,2,1172.25,4689,,"LINESTRING (-111.859088 33.295162, -111.859014 33.298838)",40,2,586.125,,
1416,5234AB,215.5833333,3,646.7499999,2587,,"LINESTRING (-111.721016 33.292472, -111.720951 33.289763)",41,3,215.5833333,,
1417,5234BA,367.0416667,3,1101.125,4404.5,,"LINESTRING (-111.720951 33.289763, -111.721016 33.292472)",41,3,367.0416667,,
1418,5237AB,341.4375,2,682.875,2731.5,,"LINESTRING (-111.755543 33.295504, -111.760057 33.294179)",41,2,341.4375,,
1419,5237BA,194.0625,2,388.125,1552.5,,"LINESTRING (-111.760057 33.294179, -111.755543 33.295504)",41,2,194.0625,,
1420,5242AB,309.75,2,619.5,2478,,"LINESTRING (-111.774315 33.292038, -111.772821 33.299354)",41,2,309.75,,
1421,5242BA,307.625,2,615.25,2461,,"LINESTRING (-111.772821 33.299354, -111.774315 33.292038)",41,2,307.625,,
1422,5303AB,507.0833333,2,1014.166667,4056.666666,,"LINESTRING (-111.988808 33.21922, -111.99363 33.20452)",57,2,507.0833333,,
1423,5303BA,1067.4375,2,2134.875,8539.5,,"LINESTRING (-111.99363 33.20452, -111.988808 33.21922)",57,2,1067.4375,,
1424,5366AB,268.8125,2,537.625,2150.5,,"LINESTRING (-111.968084 33.278968, -111.971272 33.277644)",41,2,268.8125,,
1425,5366BA,231.25,2,462.5,1850,,"LINESTRING (-111.971272 33.277644, -111.968084 33.278968)",41,2,231.25,,
1426,5376AB,361.9375,2,723.875,2895.5,,"LINESTRING (-111.949998 33.254623, -111.977373 33.249931)",57,2,361.9375,,
1427,5376BA,817.9375,2,1635.875,6543.5,,"LINESTRING (-111.977373 33.249931, -111.949998 33.254623)",57,2,817.9375,,
1428,5380AB,475.125,2,950.25,3801,,"LINESTRING (-111.977373 33.249931, -111.981452 33.241955)",57,2,475.125,,
1429,5380BA,1017.75,2,2035.5,8142,,"LINESTRING (-111.981452 33.241955, -111.977373 33.249931)",57,2,1017.75,,
1430,53AB,251.375,3,754.125,3016.5,,"LINESTRING (-111.898553 33.554387, -111.898542 33.556912)",40,3,251.375,,
1431,53BA,264.1333333,3,792.3999999,3169.6,,"LINESTRING (-111.898542 33.556912, -111.898553 33.554387)",40,3,264.1333333,,
1432,5459AB,322.6875,2,645.375,2581.5,,"LINESTRING (-111.965103 33.280273, -111.963454 33.280597)",41,2,322.6875,,
1433,5459BA,264.3125,2,528.625,2114.5,,"LINESTRING (-111.963454 33.280597, -111.965103 33.280273)",41,2,264.3125,,
1434,5545AB,351.5,3,1054.5,4218,,"LINESTRING (-112.067018 33.494738, -112.065043 33.49471)",35,3,351.5,,
1435,5545BA,465.3846154,2,930.7692308,3723.076923,,"LINESTRING (-112.065043 33.49471, -112.067018 33.494738)",35,2,465.3846154,,
1436,5553AB,304.8125,2,609.625,2438.5,,"LINESTRING (-112.06701 33.451357, -112.065219 33.451346)",35,2,304.8125,,
1437,5553BA,318.1875,2,636.375,2545.5,,"LINESTRING (-112.065219 33.451346, -112.06701 33.451357)",35,2,318.1875,,
1438,5557AB,450.4166667,2,900.8333334,3603.333334,,"LINESTRING (-112.069911 33.436815, -112.065095 33.43681)",35,2,450.4166667,,
1439,5557BA,230.3125,2,460.625,1842.5,,"LINESTRING (-112.065095 33.43681, -112.069911 33.436815)",35,2,230.3125,,
1440,5560AB,279.9375,2,559.875,2239.5,,"LINESTRING (-112.151877 33.429555, -112.151858 33.422511)",41,2,279.9375,,
1441,5560BA,277.4375,2,554.875,2219.5,,"LINESTRING (-112.151858 33.422511, -112.151877 33.429555)",41,2,277.4375,,
1442,5576AB,1398.875,5,6994.375,27977.5,,"LINESTRING (-112.025142 33.424751, -112.018963 33.419649)",70,5,1398.875,f,a
1443,5581AB,659.6875,2,1319.375,5277.5,,"LINESTRING (-112.064627 33.392232, -112.068978 33.392227)",41,2,659.6875,,
1444,5581BA,276.625,2,553.25,2213,,"LINESTRING (-112.068978 33.392227, -112.064627 33.392232)",41,2,276.625,,
1445,5591AB,966.875,1,966.875,3867.5,,"LINESTRING (-112.018646 33.419676, -112.023978 33.424398)",70,1,966.875,,
1446,5592AB,1533.725,6,9202.35,36809.4,,"LINESTRING (-112.018573 33.41971, -112.023912 33.424479)",70,6,1533.725,f,a
1447,5597AB,394.875,2,789.75,3159,,"LINESTRING (-112.030398 33.425848, -112.030398 33.424037)",40,2,394.875,,
1448,5597BA,459.75,2,919.5,3678,,"LINESTRING (-112.030398 33.424037, -112.030398 33.425848)",40,2,459.75,,
1449,5598AB,227.875,2,455.75,1823,,"LINESTRING (-112.073716 33.427698, -112.073341 33.422652)",35,2,227.875,,
1450,5598BA,415.3636364,2,830.7272728,3322.909091,,"LINESTRING (-112.073341 33.422652, -112.073716 33.427698)",35,2,415.3636364,,
1451,5602AB,579.625,2,1159.25,4637,,"LINESTRING (-112.099838 33.427429, -112.099731 33.422209)",40,2,579.625,,
1452,5602BA,843,2,1686,6744,,"LINESTRING (-112.099731 33.422209, -112.099838 33.427429)",40,2,843,,
1453,5604AB,1085.75,1,1085.75,4343,,"LINESTRING (-112.025076 33.424845, -112.018906 33.419703)",70,1,1085.75,,
1454,5628AB,249.5,2,499,1996,,"LINESTRING (-112.124985 33.392156, -112.133592 33.392097)",41,2,249.5,,
1455,5628BA,627.1875,2,1254.375,5017.5,,"LINESTRING (-112.133592 33.392097, -112.124985 33.392156)",41,2,627.1875,,
1456,5740AB,218.1875,2,436.375,1745.5,,"LINESTRING (-112.133592 33.392097, -112.133656 33.384855)",41,2,218.1875,,
1457,5740BA,264.5,2,529,2116,,"LINESTRING (-112.133656 33.384855, -112.133592 33.392097)",41,2,264.5,,
1458,5741AB,135.8125,2,271.625,1086.5,,"LINESTRING (-112.150901 33.392033, -112.150938 33.388667)",41,2,135.8125,,
1459,5741BA,230.625,2,461.25,1845,,"LINESTRING (-112.150938 33.388667, -112.150901 33.392033)",41,2,230.625,,
1460,5846AB,367.125,2,734.25,2937,,"LINESTRING (-112.177619 33.377491, -112.168261 33.377568)",41,2,367.125,,
1461,5846BA,214.375,2,428.75,1715,,"LINESTRING (-112.168261 33.377568, -112.177619 33.377491)",41,2,214.375,,
1462,5901AB,312.75,1,312.75,1251,,"LINESTRING (-112.18548 33.391935, -112.188611 33.391923)",41,1,312.75,,
1463,5901BA,818.7142857,1,818.7142857,3274.857143,,"LINESTRING (-112.188611 33.391923, -112.18548 33.391935)",41,1,818.7142857,,
1464,5939AB,360.875,1,360.875,1443.5,,"LINESTRING (-112.19378 33.422605, -112.19521 33.422625)",41,1,360.875,,
1465,5939BA,680.625,1,680.625,2722.5,,"LINESTRING (-112.19521 33.422625, -112.19378 33.422605)",41,1,680.625,,
1466,5962AB,394.1875,2,788.375,3153.5,,"LINESTRING (-112.168208 33.39926, -112.168161 33.39198)",41,2,394.1875,,
1467,5962BA,512.6875,2,1025.375,4101.5,,"LINESTRING (-112.168161 33.39198, -112.168208 33.39926)",41,2,512.6875,,
1468,5972AB,131.5,2,263,1052,,"LINESTRING (-112.177743 33.409464, -112.17921 33.408687)",41,2,131.5,,
1469,5972BA,630.625,1,630.625,2522.5,,"LINESTRING (-112.17921 33.408687, -112.177743 33.409464)",41,1,630.625,,
1470,5998AB,232.375,1,232.375,929.5,,"LINESTRING (-112.13479 33.363028, -112.145501 33.362922)",41,1,232.375,,
1471,5998BA,426.75,1,426.75,1707,,"LINESTRING (-112.145501 33.362922, -112.13479 33.363028)",41,1,426.75,,
1472,6000AB,411.9375,2,823.875,3295.5,,"LINESTRING (-112.133729 33.377707, -112.142279 33.377639)",41,2,411.9375,,
1473,6000BA,725.375,2,1450.75,5803,,"LINESTRING (-112.142279 33.377639, -112.133729 33.377707)",41,2,725.375,,
1474,6006AB,408.15,2,816.3,3265.2,,"LINESTRING (-112.134071 33.414126, -112.13369 33.406693)",41,2,408.15,,
1475,6006BA,523.875,2,1047.75,4191,,"LINESTRING (-112.13369 33.406693, -112.134071 33.414126)",41,2,523.875,,
1476,6058AB,167.0416667,3,501.1250001,2004.5,,"LINESTRING (-112.09943 33.406733, -112.099293 33.399502)",41,3,167.0416667,,
1477,6058BA,371.4375,2,742.875,2971.5,,"LINESTRING (-112.099293 33.399502, -112.09943 33.406733)",41,2,371.4375,,
1478,6062AB,176.6875,2,353.375,1413.5,,"LINESTRING (-112.081952 33.392202, -112.081929 33.38496)",41,2,176.6875,,
1479,6062BA,349.3125,2,698.625,2794.5,,"LINESTRING (-112.081929 33.38496, -112.081952 33.392202)",41,2,349.3125,,
1480,6079AB,190.25,1,190.25,761,,"LINESTRING (-112.11641 33.384928, -112.116474 33.377716)",41,1,190.25,,
1481,6079BA,240,1,240,960,,"LINESTRING (-112.116474 33.377716, -112.11641 33.384928)",41,1,240,,
1482,6102AB,405.625,2,811.25,3245,,"LINESTRING (-112.125342 33.422387, -112.1172 33.422344)",41,2,405.625,,
1483,6102BA,228.75,2,457.5,1830,,"LINESTRING (-112.1172 33.422344, -112.125342 33.422387)",41,2,228.75,,
1484,610AB,134.375,2,268.75,1075,,"LINESTRING (-111.511411 33.390101, -111.511411 33.389108)",41,2,134.375,,
1485,610BA,43.125,2,86.25,345,,"LINESTRING (-111.511411 33.389108, -111.511411 33.390101)",41,2,43.125,,
1486,6118AB,797.2727273,2,1594.545455,6378.181818,,"LINESTRING (-112.091848 33.377712, -112.081913 33.377728)",41,2,797.2727273,,
1487,6118BA,399.375,2,798.75,3195,,"LINESTRING (-112.081913 33.377728, -112.091848 33.377712)",41,2,399.375,,
1488,6119AB,103.125,2,206.25,825,,"LINESTRING (-112.073264 33.377758, -112.073224 33.372705)",41,2,103.125,,
1489,6119BA,148.875,2,297.75,1191,,"LINESTRING (-112.073224 33.372705, -112.073264 33.377758)",41,2,148.875,,
1490,6139AB,154.625,1,154.625,618.5,,"LINESTRING (-112.069048 33.363314, -112.070319 33.36329)",41,1,154.625,,
1491,6139BA,435.625,1,435.625,1742.5,,"LINESTRING (-112.070319 33.36329, -112.069048 33.363314)",41,1,435.625,,
1492,6187AB,374.875,3,1124.625,4498.5,,"LINESTRING (-112.073368 33.406716, -112.068921 33.406705)",40,3,374.875,,
1493,6187BA,189.625,3,568.875,2275.5,,"LINESTRING (-112.068921 33.406705, -112.073368 33.406716)",40,3,189.625,,
1494,6191AB,444.05,2,888.1,3552.4,,"LINESTRING (-112.082211 33.418048, -112.082033 33.413969)",40,2,444.05,,
1495,6191BA,703.75,2,1407.5,5630,,"LINESTRING (-112.082033 33.413969, -112.082211 33.418048)",40,2,703.75,,
1496,6269AB,817.875,2,1635.75,6543,,"LINESTRING (-112.168967 33.480542, -112.159839 33.480519)",40,2,817.875,,
1497,6269BA,180.75,3,542.25,2169,,"LINESTRING (-112.159839 33.480519, -112.168967 33.480542)",40,3,180.75,,
1498,6278AB,458.0208333,2,916.0416666,3664.166666,,"LINESTRING (-112.169166 33.458593, -112.169053 33.454729)",40,2,458.0208333,,
1499,6278BA,264.75,3,794.25,3177,,"LINESTRING (-112.169053 33.454729, -112.169166 33.458593)",40,3,264.75,,
1500,6307AB,622.0625,2,1244.125,4976.5,,"LINESTRING (-112.194677 33.437069, -112.188139 33.436948)",41,2,622.0625,,
1501,6307BA,224.6875,2,449.375,1797.5,,"LINESTRING (-112.188139 33.436948, -112.194677 33.437069)",41,2,224.6875,,
1502,6380AB,431,2,862,3448,,"LINESTRING (-112.169234 33.436757, -112.169259 33.42954)",41,2,431,,
1503,6380BA,455,2,910,3640,,"LINESTRING (-112.169259 33.42954, -112.169234 33.436757)",41,2,455,,
1504,6477AB,264.75,3,794.25,3177,,"LINESTRING (-112.186423 33.465969, -112.186424 33.464741)",40,3,264.75,,
1505,6477BA,89.875,3,269.625,1078.5,,"LINESTRING (-112.186424 33.464741, -112.186423 33.465969)",40,3,89.875,,
1506,6508AB,621.75,2,1243.5,4974,,"LINESTRING (-112.177687 33.465972, -112.174348 33.465971)",40,2,621.75,,
1507,6508BA,200.375,3,601.125,2404.5,,"LINESTRING (-112.174348 33.465971, -112.177687 33.465972)",40,3,200.375,,
1508,6539AB,405.25,3,1215.75,4863,,"LINESTRING (-112.169114 33.465019, -112.169126 33.464634)",40,3,405.25,,
1509,6539BA,375.5,3,1126.5,4506,,"LINESTRING (-112.169126 33.464634, -112.169114 33.465019)",40,3,375.5,,
1510,6554AB,131.25,3,393.75,1575,,"LINESTRING (-112.143146 33.451388, -112.151768 33.451364)",40,3,131.25,,
1511,6554BA,504.75,2,1009.5,4038,,"LINESTRING (-112.151768 33.451364, -112.143146 33.451388)",40,2,504.75,,
1512,6567AB,483.25,2,966.5,3866,,"LINESTRING (-112.143265 33.436895, -112.134634 33.436889)",41,2,483.25,,
1513,6567BA,305.0625,2,610.125,2440.5,,"LINESTRING (-112.134634 33.436889, -112.143265 33.436895)",41,2,305.0625,,
1514,6575AB,310.78125,2,621.5625,2486.25,,"LINESTRING (-112.134567 33.454752, -112.134526 33.451412)",40,2,310.78125,,
1515,6575BA,281.75,3,845.25,3381,,"LINESTRING (-112.134526 33.451412, -112.134567 33.454752)",40,3,281.75,,
1516,6597AB,582.375,2,1164.75,4659,,"LINESTRING (-112.151815 33.464532, -112.151832 33.463408)",40,2,582.375,,
1517,6597BA,242.5,3,727.5,2910,,"LINESTRING (-112.151832 33.463408, -112.151815 33.464532)",40,3,242.5,,
1518,6648AB,520.875,2,1041.75,4167,,"LINESTRING (-112.151653 33.487723, -112.15166 33.480461)",40,2,520.875,,
1519,6648BA,316.375,3,949.125,3796.5,,"LINESTRING (-112.15166 33.480461, -112.151653 33.487723)",40,3,316.375,,
1520,6655AB,660.875,2,1321.75,5287,,"LINESTRING (-112.143059 33.465971, -112.13914 33.465957)",40,2,660.875,,
